and_A,and_B,label,sentence1,sentence2
,,0,margie went to dej and margie went to oradea,margie didn t go to turda
,,0,clayton will forget about ashley s past or clayton will meet her,andre will neither forget about ashley s past nor meet her
,,1,kathy will sit on the floor or kathy will ride the horse,kathy will not sit on the floor and kathy wil not ride the horse
,,0,"Valerie, who is a engineer, bought a cup of coffee","Valerie, who is a cleaner, didn't buy a cup of coffee"
Morris is proud,Curtis is dead,0,Morris is proud and Curtis is dead, Curtis is not proud
,,0,clifford has traveled to reghin or clifford has traveled to cluj napoca,clifford didn t travel to reghin
,,1,thomas will hit him or thomas will begin screaming,thomas will not hit him and thomas wil not begin screaming
,,1,billie shut the door down and billie blew me off,billie didn t shut the door down
,,0,richard has visited hunedoara and lance has visited hunedoara,richard didn t visit arad
,,1,wesley has traveled to reghin and dwight has traveled to reghin,dwight didn t travel to reghin
,,0,lawrence brought me out of mario s house and lawrence burned the flag,erik didn t bring me out of mario s house
Elmer is kind,Gerald is calm,1,Elmer is kind and Gerald is calm, Elmer is not kind
,,0,Jessie is witty or Harold is chubby, Jessie is not witty or Harold is not chubby
,,0,Darren is ugly or Geraldine is kind, Darren is not ugly or Geraldine is not kind
Virgil is poor,Clara is gifted,1,Virgil is poor and Clara is gifted, Clara is not gifted
,,1,maggie will wake up or maggie will bet on the game,maggie will not wake up and maggie wil not bet on the game
,,0,panama won the last world cup or colombia won the last world cup,panama didn t win the last world cup
,,1,javier s painting is odd or javier s painting is fit,javier s painting is neither odd nor fit
Margarita is polite,Vickie is inexpensive,0,Margarita is polite and Vickie is inexpensive, Margarita is not inexpensive
,,1,lena has traveled to slatina and lena has traveled to reghin,lena didn t travel to slatina
Misty is happy,Faye is uninterested,0,Misty is happy and Faye is uninterested, Misty is not uninterested
,,0,constance cut a tree and constance froze my account,constance didn t hold him close
,,0,anthony has traveled to cluj napoca or anthony has traveled to lugoj,carl traveled to neither cluj napoca nor lugoj
,,0,egypt got to the quarter finals last year or russia got to the quarter finals last year,neither australia nor egypt got to the quarter finals last year
,,1,mathew went to bucharest and suzanne went to bucharest,suzanne didn t go to bucharest
,,0,denise will read a paper or denise will bring me out of inez s house,denise will not read a paper
,,1,tony has visited blaj or tony has visited baia mare,tony visited neither blaj nor baia mare
,,1,dennis has visited giurgiu or dennis has visited tulcea,dennis visited neither giurgiu nor tulcea
,,0,"Ryan, who is a scientist, visit Roland","Ryan, who is a bartender, didn't visit Roland"
,,0,jaime went to bucharest and jaime went to arad,jaime didn t go to vaslui
,,0,willie s painting is delightful or willie s painting is gorgeous,willie s painting isn t gorgeous
,,0,"Roger, who is a hairdresser, bought a japanese novel","Roger, who is a secretary, didn't buy a japanese novel"
,,1,Curtis is short or Becky is ambitious, neither Curtis is short nor Becky is ambitious
,,1,Joyce is zealous or Alberto is ambitious, neither Joyce is zealous nor Alberto is ambitious
,,0,naomi went to tulcea and jane went to tulcea,naomi didn t go to arad
,,0,alice s painting is jolly or alice s painting is famous,george s painting is neither jolly nor famous
,,1,johnnie created a long work of art and johnnie created a defeated work of art,johnnie didn t create a long work of art
,,0,claire created a victorious work of art and claire created a long work of art,douglas didn t create a victorious work of art
,,1,rodney s painting is polite or rodney s painting is gray,rodney s painting isn t polite and rodney s painting isn t gray
,,1,bill will say nice things or bill will send me a note,bill will not say nice things and bill wil not send me a note
,,1,edward sat on the chair and edward lent me norma s ashy bicycle,edward didn t sit on the chair
,,1,matthew has traveled to bucharest and matthew has traveled to tulcea,matthew didn t travel to tulcea
,,1,shelly s painting is shy or shelly s painting is odd,shelly s painting isn t shy and shelly s painting isn t odd
,,0,francisco went to vaslui and francisco went to cluj napoca,francisco didn t go to tulcea
,,1,martin has visited arad or martin has visited bucharest,martin visited neither arad nor bucharest
,,1,ted s painting is careful or ted s painting is defeated,ted s painting isn t careful and ted s painting isn t defeated
,,1,andrea went to giurgiu and andrea went to reghin,andrea didn t go to reghin
,,0,neil s painting is shapely or neil s painting is nervous,neil s painting isn t shapely
,,0,salvador s painting is mushy or salvador s painting is ashy,felicia s painting is neither mushy nor ashy
,,0,felix went to giurgiu or felix went to lugoj,isabel went to neither giurgiu nor lugoj
,,1,gene has visited oradea and rebecca has visited oradea,rebecca didn t visit oradea
,,1,marguerite s painting is shy or marguerite s painting is witty,marguerite s painting is neither shy nor witty
,,1,courtney read a paper and courtney put the phone down,courtney didn t put the phone down
Cora is obedient,Melvin is famous,0,Cora is obedient and Melvin is famous, Melvin is not obedient
,,1,christina created an elegant work of art and christina created a plain work of art,christina didn t create an elegant work of art
,,0,michelle s painting is itchy or michelle s painting is repulsive,michelle s painting is neither clean nor repulsive
,,1,alberto created a handsome work of art and alberto created a wonderful work of art,alberto didn t create a handsome work of art
,,0,Marie is obedient or Shane is fierce, Marie is not obedient
Luis is silly,Wallace is faithful,0,Luis is silly and Wallace is faithful, Janie is hallowed
,,1,clinton created a helpless work of art and clinton created a fit work of art,clinton didn t create a helpless work of art
,,0,jared has traveled to vaslui and helen has traveled to vaslui,alfred didn t travel to vaslui
,,1,amanda did some good work and amanda flew to slatina,amanda didn t fly to slatina
,,1,travis created a panicky work of art and travis created a fit work of art,travis didn t create a panicky work of art
June is obedient,Lance is happy,0,June is obedient and Lance is happy, Emma is famous
,,1,"Megan, who is a lawyer, bought the new Marvel movie from the Russo Brothers",Megan isn't a lawyer
,,1,Florence saw a girl running from a lemon school bus,Florence didn't saw a girl running
,,0,johnnie s painting is itchy or johnnie s painting is aggressive,henry s painting is neither itchy nor aggressive
,,0,reginald will show my new photos or reginald will throw everything out the window,reginald will neither hang up on me nor throw everything out the window
Suzanne is jolly,Bobbie is vast,0,Suzanne is jolly and Bobbie is vast, Bobbie is not jolly
,,0,adrian s painting is clean or adrian s painting is easy,adrian s painting is neither clean nor defeated
,,0,willie will burn clara s house or willie will fall off,willie will neither burn clara s house nor build an airplane
,,1,andy went to lugoj or andy went to baia mare,andy didn t go to lugoj and andy didn t go to baia mare
,,0,Calvin saw a girl running from a parade car,Calvin didn't saw a girl running from Joy's car
,,1,alvin did some good work and alvin burned some calories,alvin didn t do some good work
,,1,jay created a skinny work of art and jay created a shy work of art,jay didn t create a skinny work of art
,,0,denmark got to the quarter finals last year or germany got to the quarter finals last year,neither sweden nor denmark got to the quarter finals last year
,,1,juanita s painting is elegant or juanita s painting is chubby,juanita s painting is neither elegant nor chubby
,,1,betty left me waiting and betty lost my computer,betty didn t leave me waiting
,,1,wayne went to dej and alison went to dej,alison didn t go to dej
,,1,pauline s painting is plain or pauline s painting is hallowed,pauline s painting isn t plain and pauline s painting isn t hallowed
,,1,megan will give charlie a black car or megan will shut the door down,megan will neither give charlie a black car nor shut the door down
,,0,melissa has visited reghin or melissa has visited cluj napoca,melissa didn t visit cluj napoca
,,0,everett created a magnificent work of art and everett created an alive work of art,jon didn t create a magnificent work of art
,,0,derek created a handsome work of art and derek created a panicky work of art,felix didn t create a panicky work of art
,,0,adrian lent me some money a month before and adrian found him,adam didn t find him
Donna is vast,Harvey is wrong,1,Donna is vast and Harvey is wrong, Harvey is not wrong
,,1,Bernard is delightful or Corey is fit, neither Bernard is delightful nor Corey is fit
,,0,catherine went to reghin or catherine went to arad,catherine didn t go to reghin
,,0,seth has visited bucharest and daisy has visited bucharest,seth didn t visit arad
,,0,cody will write me about iris or cody will pay him,cody will neither hold me back nor pay him
,,0,Justin is drab or Byron is faithful, Byron is not faithful
,,0,lawrence went to reghin and jerome went to reghin,jerome didn t go to mangalia
,,1,maureen has visited slatina or maureen has visited vaslui,maureen visited neither slatina nor vaslui
,,0,morocco is in the geopolitical position of egypt or senegal is in the geopolitical position of egypt,neither costa rica nor morocco are in the geopolitical position of egypt
,,0,tracy will stand up to julie or tracy will forgive sonia,erin will neither stand up to julie nor forgive sonia
,,1,jimmy has visited oradea or jimmy has visited lugoj,jimmy didn t visit oradea and jimmy didn t visit lugoj
,,0,joan has visited reghin or joan has visited timisoara,joan didn t visit timisoara
,,1,virgil spent all my money and virgil dreamed of the being a barber,virgil didn t spend all my money
,,1,jim s painting is dead or jim s painting is long,jim s painting isn t dead and jim s painting isn t long
,,0,annette will hang up on gary or annette will shut the door down,annette will neither drive the truck to walter s house nor shut the door down
,,0,Jack is thankful or Frances is fit, Jack is not thankful or Frances is not fit
,,0,theresa s painting is elegant or theresa s painting is handsome,theresa s painting is neither scruffy nor handsome
Alma is obedient,Adrian is silly,0,Alma is obedient and Adrian is silly, Maria is not shy
,,1,Rachel saw a girl running from a blue car,Rachel didn't saw a girl running
,,1,jonathan has visited hunedoara and jonathan has visited baia mare,jonathan didn t visit baia mare
,,0,Lena is elegant or Delores is defeated, Lena is not elegant
,,1,Michele is polite or Tony is uptight, neither Michele is polite nor Tony is uptight
,,0,brenda will bend the rules of the card game or brenda will win the game,brenda will neither let use this pen nor win the game
,,1,"Nellie, who is a receptionist, saw a blue plane",Nellie isn't a receptionist
,,0,Ellen is wonderful or Edith is dazzling, Ellen is not wonderful or Edith is not dazzling
,,1,Dana is fancy or Kathryn is embarrassed, Dana is not fancy and Kathryn is not embarrassed
,,0,william went to craiova or william went to hunedoara,william went to neither cluj napoca nor hunedoara
,,0,peggy created a gifted work of art and peggy created a red work of art,delores didn t create a gifted work of art
,,0,scott saw her and scott wrote me about dorothy,scott didn t put lauren in charge
Sandy is ambitious,Ted is gifted,0,Sandy is ambitious and Ted is gifted, Ted is not ambitious
,,1,Ellen saw Wilma running from a lemon car,Ellen didn't saw Wilma running
,,0,lauren s painting is unimportant or lauren s painting is dazzling,lauren s painting isn t dazzling
,,1,Mathew is clumsy or Jamie is nervous, neither Mathew is clumsy nor Jamie is nervous
,,0,germany got to the quarter finals last year or poland got to the quarter finals last year,neither germany nor colombia got to the quarter finals last year
,,0,lloyd s painting is beautiful or lloyd s painting is mushy,frank s painting is neither beautiful nor mushy
,,1,nathaniel woke up and nathaniel drew ahead of the other runners,nathaniel didn t wake up
Patricia is witty,Amy is polite,1,Patricia is witty and Amy is polite, Patricia is not witty
,,0,lori has traveled to baia mare and perry has traveled to baia mare,maureen didn t travel to baia mare
,,0,craig created an itchy work of art and craig created a thoughtless work of art,clara didn t create an itchy work of art
,,1,jordan s painting is calm or jordan s painting is jealous,jordan s painting is neither calm nor jealous
,,0,casey will understand what i said or casey will buy a lemon bicycle,casey will not buy a lemon bicycle
,,1,sonia s painting is dazzling or sonia s painting is repulsive,sonia s painting isn t dazzling and sonia s painting isn t repulsive
,,1,"Daryl, who is a receptionist, visit Billy",Daryl isn't a receptionist
,,0,ricardo has traveled to reghin and william has traveled to reghin,byron didn t travel to reghin
,,0,lisa has visited reghin or lisa has visited vaslui,lisa didn t visit reghin
,,0,helen will forget about mae s hobby or helen will sell arthur s house,helen will not sell arthur s house
,,0,"Lori, who is a nurse, saw the new Tesla Roadster","Lori, Hazel's mother, didn't saw the new Tesla Roadster"
,,0,chester has traveled to reghin or chester has traveled to slobozia,chester didn t travel to slobozia
Alice is zealous,Curtis is victorious,0,Alice is zealous and Curtis is victorious, Felicia is powerful
,,1,bobbie will know about us or bobbie will see him,bobbie will neither know about us nor see him
Barbara is powerful,Natalie is alive,1,Barbara is powerful and Natalie is alive, Natalie is not alive
,,0,tim will beat her or tim will have a yellow car,lance will neither beat her nor have a yellow car
,,1,russell created a scary work of art and russell created a fit work of art,russell didn t create a scary work of art
,,0,dora s painting is elegant or dora s painting is long,jeanette s painting is neither elegant nor long
,,1,william s painting is agreeable or william s painting is chubby,william s painting is neither agreeable nor chubby
,,0,yvonne created a grumpy work of art and yvonne created a purple work of art,emma didn t create a grumpy work of art
,,1,molly will hurt me or molly will know bessie s secret,molly will neither hurt me nor know bessie s secret
,,1,melanie s painting is short or melanie s painting is scruffy,melanie s painting is neither short nor scruffy
,,1,Erica is drab or Clifton is aggressive, Erica is not drab and Clifton is not aggressive
,,1,joe s painting is salmon or joe s painting is polite,joe s painting isn t salmon and joe s painting isn t polite
,,0,Chris is silly or Christine is obedient, Christine is not obedient
,,1,yolanda will hurt me or yolanda will lead me to corey s house,yolanda will neither hurt me nor lead me to corey s house
Dale is calm,Marvin is odd,0,Dale is calm and Marvin is odd, Marvin is not calm
,,0,melissa threw everything out the window and melissa showed my new photos,evelyn didn t throw everything out the window
,,0,brandi has traveled to giurgiu and stella has traveled to giurgiu,brandi didn t travel to craiova
,,1,brazil won the last world cup or mexico won the last world cup,brazil didn t win the last world cup and mexico didn t win the last world cup
,,1,Natalie is zealous or Jeffrey is ambitious, neither Natalie is zealous nor Jeffrey is ambitious
,,1,brazil got to the quarter finals last year or belgium got to the quarter finals last year,brazil didn t get to the quarter finals last year and belgium didn t get to the quarter finals last year
,,1,Morris saw a girl running from Marvin's car,Morris didn't saw a girl running
,,0,rita s painting is handsome or rita s painting is short,rita s painting isn t short
Clarence is proud,Angela is calm,0,Clarence is proud and Angela is calm, Miguel is not unimportant
Joan is lively,Randall is helpful,0,Joan is lively and Randall is helpful, Joan is not helpful
,,0,denmark won the last world cup or spain won the last world cup,spain didn t win the last world cup
,,1,alberta has visited bucharest and shane has visited bucharest,alberta didn t visit bucharest
,,1,yvette s painting is gray or yvette s painting is inexpensive,yvette s painting is neither gray nor inexpensive
,,1,"Juanita, who is a doctor, bought a Macbook",Juanita didn't buy a Macbook
,,1,"Debra, who is a painter, visit April",Debra isn't a painter
,,1,tony paid me and tony put the phone down,tony didn t put the phone down
,,1,Sherry is itchy or Sean is jealous, neither Sherry is itchy nor Sean is jealous
,,0,Melvin is ambitious or Jeffrey is fancy, Melvin is not ambitious or Jeffrey is not fancy
,,0,erin has traveled to reghin or erin has traveled to timisoara,erin didn t travel to timisoara
,,0,lucy has traveled to hunedoara and samantha has traveled to hunedoara,regina didn t travel to hunedoara
,,0,eleanor s painting is hallowed or eleanor s painting is shy,alice s painting is neither hallowed nor shy
Joann is nice,Beulah is inexpensive,0,Joann is nice and Beulah is inexpensive, Joann is not inexpensive
,,1,monica will bring me out of shelley s house or monica will tell me seth s secret,monica will not bring me out of shelley s house and monica wil not tell me seth s secret
,,0,"Blanche, who is a barber, visit Jo","Blanche, Katrina's mother, didn't visit Jo"
,,1,lee created a plain work of art and lee created a worried work of art,lee didn t create a plain work of art
,,1,carol created a better work of art and carol created a shapely work of art,carol didn t create a better work of art
,,0,martha went to timisoara and martha went to oradea,dora didn t go to timisoara
,,0,isaac created a magnificent work of art and isaac created a delightful work of art,alfredo didn t create a delightful work of art
,,1,Donna is lively or Daniel is short, neither Donna is lively nor Daniel is short
,,1,Adrian saw a boy driving in Lugoj,Adrian didn't saw a boy driving
,,1,caroline drew ahead of the other runners and caroline held me back,caroline didn t hold me back
,,1,Delores is kind or Carrie is unsightly, neither Delores is kind nor Carrie is unsightly
,,1,margaret s painting is beautiful or margaret s painting is salmon,margaret s painting isn t beautiful and margaret s painting isn t salmon
Ana is important,Rachel is alive,1,Ana is important and Rachel is alive, Rachel is not alive
,,1,"Dan, who is a chef, visit Jean",Dan didn't visit Jean
,,1,Iris is shapely or Sherry is uptight, Iris is not shapely and Sherry is not uptight
Jane is clever,Francis is tender,1,Jane is clever and Francis is tender, Francis is not tender
,,0,sylvia s painting is orange or sylvia s painting is chubby,sylvia s painting isn t orange
,,0,"Margaret, who is a bartender, saw a blue plane","Margaret, who is a carpenter, didn't saw a blue plane"
,,1,Lynn is grumpy or Melinda is lively, neither Lynn is grumpy nor Melinda is lively
,,1,tyrone has visited baia mare and olga has visited baia mare,tyrone didn t visit baia mare
Jennie is witty,Warren is proud,0,Jennie is witty and Warren is proud, Greg is careful
,,1,Sonya is handsome or Wade is jolly, Sonya is not handsome and Wade is not jolly
,,0,lawrence s painting is glamorous or lawrence s painting is pitiful,lawrence s painting isn t glamorous
,,1,joan created a better work of art and joan created an ambitious work of art,joan didn t create a better work of art
,,0,russia won the last world cup or uruguay won the last world cup,russia didn t win the last world cup
,,0,Lorraine saw a boy driving a purple bicycle,Lorraine didn't saw a boy driving an electric black bicycle
,,1,ada has traveled to slatina and ada has traveled to tulcea,ada didn t travel to tulcea
,,0,clinton went to turda and henry went to turda,henry didn t go to deva
,,1,Allison is handsome or Jimmy is obnoxious, neither Allison is handsome nor Jimmy is obnoxious
,,1,Jared is gentle or Diana is pitiful, neither Jared is gentle nor Diana is pitiful
Margarita is zealous,Natasha is victorious,1,Margarita is zealous and Natasha is victorious, Margarita is not zealous
,,0,henry blew it and henry hid behind a bush,henry didn t teach math
,,0,"Olga, who is a vet, saw a blue plane","Olga, Suzanne's mother, didn't saw a blue plane"
,,0,tyler will bet on the gray car or tyler will let this happen,tyler will neither speak to me nor let this happen
,,1,beatrice created a chubby work of art and beatrice created a dead work of art,beatrice didn t create a chubby work of art
,,0,javier has visited craiova and edwin has visited craiova,lena didn t visit craiova
,,1,bernice has traveled to dej and bernice has traveled to giurgiu,bernice didn t travel to dej
Shannon is polite,Samuel is polite,1,Shannon is polite and Samuel is polite, Shannon is not polite
,,0,shirley s painting is vast or shirley s painting is polite,shirley s painting is neither aggressive nor polite
,,1,Joanna is attractive or Susie is worried, neither Joanna is attractive nor Susie is worried
,,0,egypt won the last world cup or morocco won the last world cup,neither costa rica nor egypt won the last world cup
,,1,jeffrey has traveled to slobozia and jeffrey has traveled to timisoara,jeffrey didn t travel to timisoara
,,1,gilbert has traveled to dej or gilbert has traveled to lugoj,gilbert didn t travel to dej and gilbert didn t travel to lugoj
,,0,australia won the last world cup or panama won the last world cup,neither australia nor nigeria won the last world cup
,,1,Kent is victorious or Jennifer is fit, Kent is not victorious and Jennifer is not fit
,,0,ernest s painting is ashy or ernest s painting is important,ernest s painting is neither scary nor important
,,0,ricky created a gifted work of art and ricky created a famous work of art,cindy didn t create a gifted work of art
Keith is mealy,Jane is helpful,1,Keith is mealy and Jane is helpful, Jane is not helpful
,,1,Jodi is fit or Mark is embarrassed, neither Jodi is fit nor Mark is embarrassed
,,1,jimmy has traveled to reghin or jimmy has traveled to giurgiu,jimmy didn t travel to reghin and jimmy didn t travel to giurgiu
Jordan is faithful,Inez is jolly,0,Jordan is faithful and Inez is jolly, Charlie is mealy
,,0,fannie has visited reghin or fannie has visited baia mare,fannie didn t visit baia mare
,,0,cecil s painting is dead or cecil s painting is attractive,cecil s painting is neither grumpy nor attractive
,,0,Eva is fancy or Richard is unkempt, Eva is not fancy
,,0,olivia will swim out toward the ashy boat or olivia will lay down,olivia will neither dig a hole in the garden nor lay down
Daryl is aggressive,Ida is calm,0,Daryl is aggressive and Ida is calm, Tanya is better
,,0,carl created an uninterested work of art and carl created an aggressive work of art,carl didn t create a beautiful work of art
,,1,brian s painting is delightful or brian s painting is unsightly,brian s painting isn t delightful and brian s painting isn t unsightly
,,0,jacob will dream of the playing with sidney or jacob will stand in front of the crowd,jacob will neither freeze my account nor stand in front of the crowd
Matthew is delightful,Casey is nice,1,Matthew is delightful and Casey is nice, Matthew is not delightful
,,1,nathaniel has traveled to turda and norma has traveled to turda,norma didn t travel to turda
,,1,Cathy is embarrassed or Nelson is obnoxious, neither Cathy is embarrassed nor Nelson is obnoxious
,,1,lorraine went to blaj or lorraine went to bucharest,lorraine didn t go to blaj and lorraine didn t go to bucharest
,,0,thelma s painting is quaint or thelma s painting is mealy,jimmy s painting is neither quaint nor mealy
,,0,harold s painting is long or harold s painting is calm,harold s painting isn t long
Lynda is calm,Matthew is odd,0,Lynda is calm and Matthew is odd, Lynda is not odd
,,0,cora has visited reghin or cora has visited giurgiu,cora didn t visit reghin
,,0,thomas has visited turda and thomas has visited mangalia,thomas didn t visit blaj
,,0,shelley read a paper and shelley chose this soccer team,shelley wasn t the first in line
Christine is silly,Clarence is eager,0,Christine is silly and Clarence is eager, Dustin is better
,,0,justin s painting is stocky or justin s painting is wrong,derek s painting is neither stocky nor wrong
,,1,Eva is repulsive or Armando is itchy, Eva is not repulsive and Armando is not itchy
,,1,Calvin saw Angie running from a special recently built bus,Calvin didn't saw Angie running
,,1,brandy will meet jamie or brandy will think i was living in vaslui,brandy will not meet jamie and brandy wil not think i was living in vaslui
,,0,norma created a short work of art and norma created an ambitious work of art,denise didn t create an ambitious work of art
,,1,kimberly will bring me out of belinda s house or kimberly will take office,kimberly will neither bring me out of belinda s house nor take office
,,0,harvey hid behind a bush and harvey bet on the blue car,harvey didn t know brian s secret
Danielle is brave,Becky is careful,0,Danielle is brave and Becky is careful, Danielle is not careful
,,1,Doris is glamorous or Derek is wonderful, Doris is not glamorous and Derek is not wonderful
,,0,fannie s painting is icy or fannie s painting is gray,fannie s painting isn t icy
,,0,"Irma, who is a plumber, bought a japanese novel","Irma, Clara's mother, didn't buy a japanese novel"
,,0,"Faye, who is a technician, bought a pizza","Faye, who is a hairdresser, didn't buy a pizza"
Terry is wonderful,Wesley is thankful,0,Terry is wonderful and Wesley is thankful, Reginald is inexpensive
,,1,francis dug a hole and francis flew to blaj,francis didn t fly to blaj
Dorothy is kind,Elsie is careful,0,Dorothy is kind and Elsie is careful, Elsie is not kind
,,1,paul will swim out toward the red boat or paul will take the yellow shirt out of the washer,paul will neither swim out toward the red boat nor take the yellow shirt out of the washer
,,0,Viola is proud or Erika is bewildered, Viola is not proud or Erika is not bewildered
,,0,portugal got to the quarter finals last year or tunisia got to the quarter finals last year,neither spain nor portugal got to the quarter finals last year
,,0,"Terrence, who is a painter, saw a girl running","Terrence, Tracy's father, didn't saw a girl running"
,,1,janie s painting is brave or janie s painting is clumsy,janie s painting isn t brave and janie s painting isn t clumsy
,,1,paul will forget about susie s hobby or paul will begin crying,paul will neither forget about susie s hobby nor begin crying
,,0,minnie created a silly work of art and minnie created a lemon work of art,jodi didn t create a lemon work of art
,,1,geraldine s painting is famous or geraldine s painting is odd,geraldine s painting is neither famous nor odd
,,0,patricia created an icy work of art and patricia created a skinny work of art,nicholas didn t create an icy work of art
,,0,valerie broke the rules and valerie went to lugoj,elsie didn t break the rules
,,0,tyrone sat on the mat and tyrone drew ahead of the other runners,tyrone didn t show cecilia s old photos
,,0,saudi arabia got to the quarter finals last year or mexico got to the quarter finals last year,neither costa rica nor saudi arabia got to the quarter finals last year
,,0,jamie forgot about bernard s hobby and jamie slept for one day,maryann didn t sleep for one day
,,0,raul saw him and raul understood what rhonda comment about bucharest,raul didn t choose this way of life
,,1,tim will burn the flag or tim will sell me a yellow car,tim will not burn the flag and tim wil not sell me a yellow car
,,1,heather has traveled to lugoj or heather has traveled to blaj,heather didn t travel to lugoj and heather didn t travel to blaj
,,1,senegal won the last world cup or korea republic won the last world cup,senegal didn t win the last world cup and korea republic didn t win the last world cup
,,1,Walter is fierce or Lori is lazy, neither Walter is fierce nor Lori is lazy
,,0,suzanne went to timisoara and suzanne went to lugoj,suzanne didn t go to slobozia
,,0,george created an orange work of art and george created a white work of art,margie didn t create a white work of art
,,1,Samuel is pitiful or Melanie is fit, neither Samuel is pitiful nor Melanie is fit
,,0,Jaime is grumpy or Miriam is handsome, Jaime is not grumpy
,,0,joy has traveled to bucharest or joy has traveled to timisoara,joy traveled to neither bucharest nor blaj
,,0,phillip will fight me or phillip will freeze my account,phillip will not freeze my account
,,0,anna created a glamorous work of art and anna created an icy work of art,patrick didn t create an icy work of art
,,1,anna has visited slobozia or anna has visited hunedoara,anna didn t visit slobozia and anna didn t visit hunedoara
,,1,jimmie has traveled to craiova and jimmie has traveled to oradea,jimmie didn t travel to craiova
,,0,Jamie saw Ivan running from a purple bus,Jamie didn't saw Ivan running from a white bus with a new engine
,,1,kathy s painting is obnoxious or kathy s painting is clean,kathy s painting is neither obnoxious nor clean
,,1,morocco got to the quarter finals last year or russia got to the quarter finals last year,neither morocco nor russia got to the quarter finals last year
Pedro is faithful,Mae is mealy,0,Pedro is faithful and Mae is mealy, Mae is not faithful
Heidi is wonderful,Ben is helpful,0,Heidi is wonderful and Ben is helpful, Ben is not wonderful
,,1,harry s painting is salmon or harry s painting is dazzling,harry s painting is neither salmon nor dazzling
,,1,carrie s painting is bewildered or carrie s painting is shapely,carrie s painting isn t bewildered and carrie s painting isn t shapely
,,0,viola will put maxine in charge or viola will spend all my money,viola will not put maxine in charge
,,0,Salvador is jealous or Reginald is thankful, Reginald is not thankful
,,0,denise has traveled to tulcea and denise has traveled to lugoj,denise didn t travel to arad
,,1,Lawrence is obnoxious or Yvette is grumpy, Lawrence is not obnoxious and Yvette is not grumpy
,,0,brenda s painting is shy or brenda s painting is salmon,brenda s painting isn t salmon
Molly is lively,Johnny is obedient,1,Molly is lively and Johnny is obedient, Molly is not lively
,,0,"Norman, who is a electrician, bought a Macbook","Norman, Harold's father, didn't buy a Macbook"
,,0,jenny created a red work of art and jenny created a mushy work of art,billie didn t create a mushy work of art
,,0,marjorie created an alive work of art and marjorie created an uninterested work of art,marjorie didn t create a powerful work of art
,,1,Allan is happy or Cheryl is defeated, neither Allan is happy nor Cheryl is defeated
,,0,enrique created a mysterious work of art and enrique created an important work of art,enrique didn t create an attractive work of art
,,1,Janet is lively or Madeline is handsome, Janet is not lively and Madeline is not handsome
,,1,Florence is nice or Heather is glamorous, Florence is not nice and Heather is not glamorous
,,0,Guadalupe is scruffy or Allison is glamorous, Guadalupe is not scruffy or Allison is not glamorous
,,1,max created a faithful work of art and max created an attractive work of art,max didn t create a faithful work of art
,,0,iran is in the geopolitical position of spain or brazil is in the geopolitical position of spain,neither morocco nor iran are in the geopolitical position of spain
,,0,danielle s painting is handsome or danielle s painting is icy,danielle s painting is neither handsome nor zealous
,,1,naomi will wake up or naomi will get the money,naomi will not wake up and naomi wil not get the money
,,1,natasha went to turda or natasha went to baia mare,natasha didn t go to turda and natasha didn t go to baia mare
,,0,arnold has traveled to dej and arnold has traveled to cluj napoca,vickie didn t travel to cluj napoca
,,1,felicia s painting is zealous or felicia s painting is red,felicia s painting isn t zealous and felicia s painting isn t red
,,0,Joe saw Kristen driving an electric yellow bicycle,Joe didn't saw Kristen driving Bessie's car
,,0,leo s painting is gorgeous or leo s painting is lemon,leo s painting is neither gorgeous nor jolly
,,0,wanda created a black work of art and wanda created a shy work of art,sandra didn t create a shy work of art
,,0,Andy is mysterious or Erica is glamorous, Andy is not mysterious
,,1,shannon will send me a note or shannon will pay him,shannon will not send me a note and shannon wil not pay him
Hattie is careful,Robin is hallowed,1,Hattie is careful and Robin is hallowed, Robin is not hallowed
,,0,Natalie is long or Gertrude is bewildered, Gertrude is not bewildered
,,0,jeff will forgive me or jeff will forget about angel s hobby,jeff will neither forgive me nor hear irene
,,0,max sang a pop song and max did it again,max didn t swim out toward the green boat
,,0,viola will take office or viola will have a good week,viola will not have a good week
,,0,costa rica is in the geopolitical position of croatia or brazil is in the geopolitical position of croatia,costa rica isn t in the geopolitical position of croatia
Jennie is unimportant,Willie is mushy,1,Jennie is unimportant and Willie is mushy, Willie is not mushy
,,1,Sonia is thankful or Angel is kind, neither Sonia is thankful nor Angel is kind
Margarita is ambitious,Marion is faithful,0,Margarita is ambitious and Marion is faithful, Carlos is gifted
,,1,"Bobby, who is a plumber, bought the new Marvel movie from the Russo Brothers",Bobby isn't a plumber
,,0,"Russell, who is a barber, saw the car crash","Russell, Marilyn's father, didn't saw the car crash"
,,0,gene will teach math or gene will make tea,gene will not make tea
,,0,"Bessie, who is a pilot, visit Elmer","Bessie, Rene's mother, didn't visit Elmer"
,,1,brandy has traveled to timisoara or brandy has traveled to craiova,brandy didn t travel to timisoara and brandy didn t travel to craiova
,,1,Adrian is shapely or Charlene is brave, neither Adrian is shapely nor Charlene is brave
,,1,clayton went to craiova or clayton went to bucharest,clayton didn t go to craiova and clayton didn t go to bucharest
,,1,jacqueline has visited reghin and tina has visited reghin,jacqueline didn t visit reghin
,,1,phyllis created a nice work of art and phyllis created a mysterious work of art,phyllis didn t create a nice work of art
,,0,Wilma is kind or Guy is wonderful, Guy is not wonderful
